ax   ay   az   gx   gy   gz   mx   my   mz
time 8:53:21	mag_center= 610 180 400		radii = 1.000000 1.000000 1.000000		fitacry = 0.000000 0.000000
565 154 873 -53 99 -144 -58 -319 -2109 
538 91 939 -16 159 -175 -24 -290 -2077 
526 18 853 -35 179 -233 11 -272 -2084 
194 -196 944 -80 198 -310 86 -261 -2019 
133 -259 810 -72 198 -323 162 -220 -2000 
-127 -451 1100 -133 170 -304 219 -232 -1987 
-167 -600 1311 -40 203 -185 295 -226 -1955 
-207 -789 1441 -37 120 -57 358 -226 -1935 
-42 -670 1352 -105 -86 79 347 -249 -1929 
-17 -613 1352 -133 -204 196 289 -272 -1942 
459 -522 1021 -207 -400 292 202 -319 -1929 
325 -600 841 -245 -600 369 81 -406 -1974 
709 -537 428 -312 -739 390 -47 -533 -2084 
1058 -230 236 -476 -941 430 -174 -683 -2264 
765 -452 140 -591 -994 334 -226 -834 -2490 
793 -475 -1008 -840 -1187 253 -180 -926 -2833 
775 -590 -817 -1153 -1460 187 52 -828 -3220 
295 -669 -1321 -760 -1000 238 352 -643 -3368 
470 -639 -543 -443 -598 187 567 -510 -3413 
122 -769 -1129 -333 -418 87 676 -388 -3367 
406 -644 -1062 -82 -145 -22 763 -353 -3330 
564 -567 -1303 154 247 0 740 -348 -3349 
732 -392 -1424 439 623 -109 607 -429 -3394 
762 -428 -1023 487 883 -241 439 -544 -3382 
708 -127 -200 885 1281 -318 150 -701 -3265 
717 205 658 1167 1302 -285 -139 -816 -2956 
378 125 384 1183 885 -268 -255 -816 -2619 
-162 -85 1024 1011 568 -336 -244 -701 -2375 
-14 37 975 440 297 -271 -220 -568 -2258 
69 179 987 96 60 -128 -215 -504 -2265 
136 222 976 143 108 -57 -197 -446 -2252 
118 212 956 70 59 -39 -163 -417 -2233 
95 177 1017 56 48 -24 -180 -400 -2220 
126 208 1011 44 39 -2 -174 -394 -2213 
102 173 1003 5 6 2 -163 -388 -2226 
98 161 1010 11 18 -14 -168 -394 -2187 
115 173 991 -11 6 -15 -157 -377 -2220 
101 170 1006 -28 -17 -14 -180 -388 -2226 
143 185 999 19 17 -9 -163 -377 -2200 
179 179 990 17 16 -9 -151 -377 -2213 
218 195 962 6 14 -25 -157 -377 -2213 
286 202 886 21 32 -42 -139 -371 -2194 
342 199 789 9 58 -79 -145 -353 -2200 
365 123 783 2 124 -147 -128 -330 -2175 
345 3 895 -58 200 -253 -76 -301 -2136 
415 -20 958 -100 233 -286 -12 -255 -2079 
205 -164 1245 -175 210 -309 40 -238 -2065 
105 -246 1182 -148 137 -266 138 -249 -2020 
176 -349 1142 -137 -4 -183 173 -244 -1974 
113 -392 1193 -112 -25 -86 185 -267 -1974 
3 -415 1323 -39 -1 -3 190 -272 -1981 
120 -304 1225 -38 -77 55 167 -272 -1981 
119 -197 1148 7 -158 128 138 -296 -1974 
163 -145 1028 -7 -216 161 86 -307 -1987 
390 44 885 -121 -349 204 17 -353 -2033 
267 0 945 -139 -359 216 -76 -406 -2097 
503 30 522 -280 -489 233 -139 -498 -2155 
666 132 434 -436 -598 285 -220 -591 -2304 
817 136 62 -504 -582 327 -238 -741 -2401 
893 57 -74 -652 -644 287 -226 -845 -2620 
time 8:53:45	strokes=3	laps=0	style=0
time 8:53:45	strokes=5	laps=0	style=0
1104 157 -269 -840 -696 267 -174 -880 -2859 
781 -200 -271 -862 -724 172 -47 -840 -3079 
591 -293 -1098 -683 -775 60 75 -735 -3272 
41 -852 -871 -606 -802 -49 289 -568 -3375 
504 -428 -1033 -803 -779 -63 491 -382 -3363 
-142 -1064 -1419 -437 -513 -73 682 -209 -3317 
101 -883 -1211 89 27 -88 734 -197 -3286 
295 -639 -1193 393 491 64 665 -267 -3337 
879 -313 -1207 525 643 19 514 -388 -3389 
899 -163 -729 639 809 -153 347 -498 -3369 
826 121 -46 1099 1109 -193 81 -706 -3247 
871 258 164 1062 926 -273 -128 -851 -2969 
517 208 354 883 578 -298 -226 -874 -2730 
448 266 817 765 484 -297 -272 -782 -2517 
time 8:53:46	strokes=5	laps=1	style=0
time 8:53:46	strokes=5	laps=1	style=2
244 217 721 498 319 -219 -255 -695 -2395 
264 266 898 331 189 -163 -255 -591 -2343 
200 258 871 200 136 -110 -238 -533 -2305 
180 272 885 139 82 -92 -220 -492 -2298 
233 312 932 57 40 -64 -215 -475 -2272 
110 257 1006 63 63 -60 -203 -440 -2279 
163 274 970 61 57 -55 -191 -417 -2252 
200 295 982 9 9 -25 -191 -417 -2259 
124 240 1009 13 23 -32 -191 -394 -2259 
175 260 964 9 17 -34 -203 -394 -2253 
201 246 925 0 1 -13 -203 -377 -2246 
137 207 991 0 26 -32 -180 -394 -2253 
223 246 911 -11 17 -29 -186 -371 -2246 
158 206 978 -16 7 -24 -157 -377 -2247 
148 193 978 -11 32 -41 -163 -359 -2234 
233 253 925 -4 24 -27 -151 -377 -2214 
201 221 995 -11 38 -34 -157 -371 -2214 
227 194 977 -14 58 -54 -151 -348 -2207 
272 201 904 -15 48 -58 -139 -330 -2194 
364 225 862 -34 69 -80 -122 -336 -2201 
460 228 816 -43 116 -123 -116 -307 -2163 
511 166 866 -72 191 -201 -64 -278 -2110 
412 9 966 -81 231 -260 0 -278 -2091 
277 -182 1059 -118 217 -311 63 -261 -2040 
107 -423 1201 -68 196 -260 144 -220 -2014 
-145 -572 1397 -31 171 -182 208 -220 -1988 
-87 -550 1275 -37 76 -88 243 -203 -1975 
-237 -523 1279 -81 -76 7 254 -226 -1962 
23 -378 1023 -139 -223 127 202 -267 -1982 
434 -89 1104 -251 -423 260 121 -313 -1988 
485 -121 910 -302 -522 280 17 -400 -2014 
872 110 466 -331 -717 277 -105 -527 -2124 
691 -50 497 -464 -764 249 -203 -649 -2297 
1033 58 -142 -669 -854 198 -238 -741 -2505 
839 28 -367 -788 -923 152 -226 -805 -2788 
675 -92 -715 -594 -766 61 -139 -799 -3021 
427 -258 -726 -700 -827 19 -6 -683 -3214 
35 -637 -900 -653 -780 -55 185 -550 -3323 
477 -373 -672 -642 -813 39 393 -382 -3356 
110 -742 -1133 -357 -576 -16 555 -232 -3325 
290 -685 -1307 -28 -228 -115 648 -209 -3305 
185 -804 -1508 185 101 -78 682 -226 -3318 
526 -554 -1450 371 387 -42 636 -313 -3357 
599 -361 -1048 450 741 -46 503 -417 -3395 
934 25 -695 607 969 -150 248 -539 -3371 
781 87 -314 763 967 -225 23 -660 -3228 
814 349 197 784 902 -242 -151 -764 -2989 
634 298 438 706 716 -209 -238 -770 -2762 
419 249 608 738 579 -248 -272 -718 -2576 
224 214 823 579 421 -224 -284 -625 -2434 
225 238 840 353 291 -177 -255 -533 -2330 
210 255 963 202 202 -117 -215 -463 -2311 
201 278 974 136 158 -89 -203 -429 -2292 
189 269 962 104 84 -58 -186 -394 -2247 
203 301 991 23 33 -55 -168 -388 -2240 
145 244 983 46 47 -48 -168 -365 -2246 
155 250 956 35 32 -40 -174 -342 -2246 
124 229 1004 14 26 -30 -128 -319 -2247 
177 256 959 21 29 -24 -151 -319 -2253 
194 252 927 1 9 -21 -134 -325 -2240 
147 212 947 -10 20 -28 -128 -325 -2234 
202 219 957 -3 40 -35 -134 -307 -2215 
227 218 942 3 49 -37 -134 -290 -2202 
265 199 968 1 71 -56 -122 -290 -2195 
242 153 925 10 93 -77 -93 -290 -2188 
140 57 1036 -2 114 -114 -58 -261 -2169 
105 14 1020 -13 113 -121 -35 -238 -2143 
127 3 1077 -10 90 -91 -24 -226 -2131 
121 14 1057 -9 63 -66 11 -220 -2124 
139 23 1029 -11 27 -54 40 -209 -2118 
114 12 1065 -28 11 -52 28 -186 -2111 
141 23 1026 -22 7 -43 40 -197 -2112 
107 20 1063 -28 0 -36 63 -197 -2105 
109 26 1019 -24 2 -30 57 -203 -2099 
107 47 1005 -16 -5 -16 52 -209 -2105 
96 42 1026 -42 -18 -10 52 -209 -2098 
35 29 1077 -76 -40 5 46 -226 -2098 
157 61 1007 -104 -97 45 28 -238 -2079 
242 95 1137 -148 -151 81 0 -267 -2098 
211 105 1125 -139 -156 96 -18 -307 -2118 
353 120 1095 -162 -232 119 -47 -359 -2105 
449 98 934 -288 -370 131 -134 -417 -2150 
550 158 684 -319 -485 166 -191 -492 -2240 
789 182 367 -490 -647 184 -249 -579 -2363 
828 241 -111 -692 -844 185 -267 -672 -2576 
864 191 -113 -750 -826 133 -255 -712 -2802 
513 -83 -609 -842 -889 78 -139 -654 -3048 
330 -320 -428 -457 -709 16 5 -579 -3223 
295 -436 -1219 -237 -632 14 109 -539 -3300 
315 -566 -869 -688 -956 20 329 -388 -3351 
66 -814 -1217 -445 -653 -112 543 -244 -3319 
18 -910 -1523 -112 -323 -140 671 -215 -3306 
-37 -962 -1757 59 25 -62 729 -209 -3280 
317 -680 -1192 289 540 34 659 -255 -3319 
708 -109 -1019 409 869 91 445 -348 -3345 
756 -40 -865 555 827 -33 237 -452 -3338 
660 169 -148 749 965 -97 11 -585 -3209 
700 248 22 747 883 -139 -145 -701 -3015 
536 287 316 727 678 -165 -232 -724 -2809 
480 323 646 682 599 -158 -261 -701 -2609 
470 331 633 520 406 -89 -261 -666 -2466 
390 311 871 377 254 -65 -261 -608 -2395 
390 310 914 341 264 -61 -238 -556 -2344 
278 235 986 313 242 -60 -209 -510 -2299 
224 212 1049 177 140 -72 -191 -463 -2279 
237 248 1015 95 55 -62 -197 -440 -2234 
201 259 1035 79 42 -55 -163 -406 -2234 
164 226 970 65 31 -53 -151 -388 -2234 
158 224 964 59 19 -45 -163 -359 -2221 
135 226 994 30 21 -37 -163 -359 -2228 
132 224 979 20 17 -32 -157 -353 -2208 
133 222 961 30 12 -24 -151 -348 -2221 
108 210 1002 14 12 -23 -145 -319 -2215 
95 194 985 -2 4 -25 -145 -325 -2235 
97 205 968 6 1 -16 -139 -313 -2234 
94 192 987 1 8 -14 -139 -307 -2228 
124 199 975 -5 12 -14 -134 -313 -2215 
126 200 1005 -8 11 -13 -128 -307 -2215 
144 213 979 -11 14 -16 -128 -301 -2234 
157 199 994 -18 6 -13 -122 -307 -2202 
162 202 982 -13 12 -12 -128 -313 -2208 
147 185 986 -20 13 -17 -134 -296 -2208 
145 176 1014 -21 11 -17 -122 -307 -2202 
206 189 971 -17 9 -15 -110 -313 -2183 
216 203 967 -23 16 -21 -99 -313 -2169 
213 176 979 -28 29 -35 -110 -307 -2182 
233 172 960 -25 32 -42 -105 -307 -2169 
189 135 999 -21 43 -52 -76 -290 -2163 
180 112 1024 -25 52 -63 -70 -301 -2150 
191 119 996 -25 42 -60 -70 -290 -2144 
167 100 1024 -26 44 -61 -29 -261 -2124 
133 58 1027 -33 39 -63 -35 -255 -2124 
140 63 1054 -32 30 -48 -18 -255 -2118 
128 60 1065 -46 13 -33 -18 -255 -2118 
100 79 1038 -59 -16 -15 -24 -267 -2092 
time 8:53:51	strokes=7	laps=1	style=2
126 110 1025 -87 -56 14 -41 -278 -2111 
133 114 1115 -135 -99 45 -24 -313 -2118 
414 211 924 -157 -152 93 -76 -342 -2131 
265 134 1163 -236 -232 116 -87 -394 -2156 
time 8:53:51	strokes=8	laps=1	style=2
472 120 831 -280 -300 146 -134 -475 -2182 
764 247 871 -403 -470 203 -191 -539 -2266 
574 -84 664 -555 -647 173 -267 -649 -2383 
935 184 -240 -699 -917 197 -278 -724 -2628 
628 -133 -240 -685 -865 192 -209 -759 -2881 
782 -79 -779 -762 -908 141 -82 -730 -3126 
285 -501 -693 -488 -794 91 104 -649 -3287 
601 -356 -1181 -390 -721 28 266 -562 -3371 
268 -728 -845 -547 -767 14 468 -406 -3384 
270 -823 -1225 -382 -581 -32 653 -313 -3353 
-36 -1103 -1238 -107 -235 -97 752 -244 -3300 
254 -680 -1340 -2 112 -22 781 -232 -3301 
329 -749 -1180 14 251 41 734 -244 -3325 
697 -312 -1002 248 693 42 590 -278 -3339 
749 -83 -843 615 993 34 376 -388 -3365 
560 94 -202 894 1164 -150 115 -544 -3281 
808 374 -43 879 930 -158 -99 -712 -3068 
559 236 300 755 652 -182 -209 -753 -2862 
679 408 465 711 547 -245 -261 -730 -2668 
295 229 710 636 509 -202 -284 -660 -2519 
354 317 937 392 371 -188 -267 -602 -2396 
267 303 933 216 193 -126 -244 -516 -2350 
267 352 937 135 98 -107 -238 -481 -2312 
249 345 910 93 74 -67 -220 -440 -2286 
217 338 964 79 99 -50 -215 -417 -2280 
247 347 994 69 89 -34 -209 -400 -2280 
186 294 964 69 69 -32 -186 -377 -2280 
193 289 990 38 47 -34 -180 -377 -2261 
201 270 961 23 30 -30 -174 -365 -2228 
146 217 952 42 31 -37 -174 -342 -2247 
134 217 979 21 26 -45 -174 -342 -2235 
138 216 982 13 20 -35 -163 -330 -2241 
166 247 964 8 21 -21 -163 -301 -2235 
172 245 994 -13 15 -15 -151 -307 -2221 
225 267 932 -13 14 -12 -151 -313 -2222 
339 284 798 -13 12 -13 -145 -296 -2221 
408 275 843 -53 48 -47 -122 -319 -2209 
610 288 664 -71 116 -98 -134 -325 -2183 
407 125 924 -110 177 -170 -87 -296 -2157 
276 -17 1057 -105 249 -235 -35 -272 -2092 
238 -56 915 -61 218 -229 69 -261 -2060 
39 -255 1241 -111 142 -216 98 -226 -2060 
69 -292 1172 -117 150 -170 150 -226 -1989 
-41 -405 1498 -125 64 -78 190 -261 -1983 
-2 -404 1498 -186 -109 30 190 -284 -1951 
392 -252 1291 -178 -315 178 138 -342 -1976 
588 -29 916 -275 -578 239 17 -423 -2008 
703 43 587 -427 -774 148 -116 -516 -2118 
618 -24 117 -502 -884 88 -203 -614 -2338 
863 156 -139 -331 -769 164 -272 -706 -2513 
715 -29 -250 -328 -678 210 -244 -759 -2706 
901 86 -642 -479 -735 197 -197 -782 -2900 
841 -19 -465 -580 -734 189 -70 -793 -3101 
611 -239 -880 -579 -714 134 63 -689 -3243 
212 -520 -1014 -534 -765 63 260 -579 -3346 
time 8:53:54	strokes=9	laps=1	style=2
414 -635 -860 -438 -638 3 428 -469 -3397 
384 -709 -1139 -463 -706 82 630 -301 -3340 
309 -827 -1367 106 -99 -78 717 -301 -3358 
379 -732 -1304 127 207 -37 711 -336 -3359 
551 -486 -1256 250 515 -8 601 -377 -3391 
886 -236 -1066 314 661 -92 457 -463 -3404 
855 -35 -739 548 899 -201 260 -544 -3365 
753 256 30 917 1150 -224 -6 -712 -3172 
899 444 217 960 923 -294 -163 -770 -2919 
549 322 100 1008 670 -349 -272 -753 -2687 
189 169 600 816 526 -395 -278 -631 -2487 
148 233 912 312 332 -306 -272 -510 -2403 
194 291 878 98 170 -150 -232 -446 -2358 
172 284 1009 110 155 -93 -215 -400 -2319 
147 277 925 104 158 -78 -209 -359 -2293 
175 282 904 87 125 -55 -186 -336 -2280 
125 250 1024 39 112 -43 -151 -330 -2267 
193 281 944 15 71 -35 -151 -313 -2228 
179 260 973 10 30 -14 -145 -313 -2241 
151 227 1040 10 53 -15 -139 -290 -2228 
136 208 1001 6 37 -15 -116 -290 -2209 
154 207 974 6 3 -7 -122 -296 -2196 
145 213 1025 -18 -3 -9 -116 -290 -2203 
150 198 980 -3 3 -7 -122 -267 -2223 
175 225 954 7 -8 -3 -116 -272 -2222 
173 234 963 -3 -6 -3 -116 -278 -2215 
204 231 975 12 18 -5 -122 -272 -2196 
219 237 932 6 12 -14 -116 -272 -2216 
239 231 922 4 27 -25 -105 -272 -2203 
297 241 839 -5 44 -41 -110 -284 -2215 
446 278 625 -17 77 -65 -82 -267 -2170 
581 176 604 -119 124 -118 -70 -261 -2170 
521 81 1115 -300 247 -181 0 -255 -2106 
326 -38 1185 -151 330 -196 69 -272 -2035 
171 -182 1074 -110 162 -229 121 -267 -2009 
42 -443 1333 -54 97 -159 173 -272 -1964 
-12 -536 1482 -50 43 -61 196 -290 -1951 
-16 -562 1589 -82 -94 35 179 -284 -1970 
205 -347 1247 -122 -291 169 150 -319 -1970 
438 -42 968 -212 -539 276 34 -388 -1996 
640 33 530 -313 -704 264 -82 -481 -2113 
668 78 54 -355 -756 239 -180 -585 -2248 
771 82 105 -481 -761 235 -249 -701 -2429 
883 -13 -270 -592 -753 249 -255 -770 -2661 
855 -110 -569 -640 -784 248 -186 -828 -2894 
time 8:53:56	strokes=10	laps=1	style=2
993 -85 -415 -781 -817 234 -70 -788 -3107 
502 -437 -793 -697 -801 189 127 -695 -3288 
249 -676 -825 -440 -706 49 295 -602 -3385 
263 -699 -826 -488 -726 37 497 -446 -3378 
287 -762 -869 -326 -479 36 653 -348 -3372 
163 -945 -1365 -50 -224 -40 723 -301 -3353 
324 -917 -1134 118 126 -79 769 -319 -3320 
586 -551 -1416 240 437 -44 694 -354 -3379 
620 -581 -971 314 674 -132 549 -452 -3398 
778 -211 -781 510 919 -218 341 -527 -3372 
872 137 -221 787 1039 -247 86 -683 -3249 
765 261 -51 822 924 -328 -116 -753 -3017 
672 318 260 814 755 -334 -220 -753 -2810 
308 212 642 772 696 -299 -272 -712 -2571 
261 240 767 642 585 -272 -272 -579 -2416 
216 254 898 385 325 -187 -232 -481 -2319 
170 273 1040 39 88 -152 -220 -429 -2293 
260 350 870 32 38 -86 -203 -394 -2287 
196 311 968 104 76 -55 -174 -371 -2281 
218 314 957 59 69 -47 -180 -354 -2248 
186 273 960 56 40 -37 -180 -330 -2261 
199 294 1024 58 46 -32 -151 -319 -2248 
175 268 953 47 52 -19 -145 -313 -2248 
175 257 934 37 32 -14 -145 -296 -2242 
139 234 978 27 27 -13 -139 -313 -2241 
114 225 966 29 36 -13 -128 -296 -2228 
178 257 946 12 18 0 -128 -267 -2222 
150 213 962 1 24 1 -134 -272 -2235 
139 205 1011 -3 26 -9 -105 -284 -2216 
167 223 1000 -4 16 -5 -110 -296 -2242 
168 205 986 1 39 -2 -110 -278 -2196 
142 190 1018 -1 51 -10 -99 -272 -2210 
163 189 975 -5 17 -14 -99 -267 -2190 
146 176 1000 -6 -1 -14 -87 -272 -2209 
142 167 1019 -14 8 -16 -82 -267 -2196 
165 173 987 -6 3 -12 -93 -261 -2203 
155 172 995 -4 -4 -9 -116 -255 -2178 
180 181 985 -9 3 -14 -87 -267 -2191 
210 190 970 -9 0 -14 -93 -267 -2197 
214 197 943 -6 7 -21 -82 -255 -2197 
209 183 952 -22 9 -31 -76 -261 -2171 
241 186 975 -24 17 -34 -58 -272 -2171 
249 205 964 -24 29 -42 -70 -249 -2171 
359 284 867 -40 31 -50 -58 -244 -2164 
414 304 831 -63 39 -74 -47 -249 -2138 
367 208 686 -97 80 -126 -29 -261 -2139 
155 -40 920 -161 136 -180 5 -244 -2093 
-13 -259 1330 -207 206 -188 52 -255 -2060 
-75 -390 1563 -145 184 -98 138 -249 -2003 
42 -387 1566 -148 -9 -2 138 -284 -1983 
82 -361 1501 -140 -202 119 104 -336 -1977 
451 -250 1120 -156 -417 251 34 -382 -2003 
time 8:53:58	strokes=11	laps=1	style=2
567 -298 884 -256 -690 309 -70 -481 -2100 
336 -596 72 -447 -950 272 -203 -591 -2268 
883 -241 -616 -727 -1260 312 -267 -707 -2578 
919 -189 -479 -801 -1225 372 -191 -805 -2933 
354 -778 -849 -580 -998 242 -18 -793 -3172 
499 -719 -825 -613 -1079 118 231 -683 -3340 
369 -767 -1210 -433 -890 156 515 -562 -3418 
637 -690 -686 -172 -488 161 688 -487 -3392 
640 -784 -1275 -39 -223 91 792 -429 -3340 
602 -870 -1154 181 104 -94 804 -481 -3373 
674 -704 -1240 174 390 -145 717 -521 -3398 
902 -404 -951 141 635 -97 590 -556 -3392 
733 -358 -694 227 779 -179 387 -602 -3405 
898 55 -352 413 893 -240 173 -672 -3295 
748 203 -50 677 972 -250 -47 -735 -3128 
526 257 473 893 925 -343 -215 -759 -2862 
493 338 585 869 712 -295 -272 -712 -2649 
144 180 905 734 509 -236 -272 -649 -2449 
176 303 917 466 316 -200 -249 -527 -2371 
144 314 978 220 118 -108 -238 -475 -2325 
166 350 970 79 61 -81 -226 -423 -2313 
205 379 838 95 52 -50 -215 -411 -2287 
159 377 943 77 43 -40 -203 -382 -2306 
147 339 979 18 30 -45 -209 -359 -2306 
112 330 946 18 13 -35 -203 -354 -2306 
105 309 946 17 8 -23 -197 -348 -2306 
112 330 957 -2 -2 -15 -191 -348 -2300 
143 338 929 -12 -15 -5 -191 -342 -2313 
148 329 957 -7 -2 -2 -191 -342 -2313 
159 342 966 -15 -7 -3 -180 -348 -2307 
156 341 943 -15 -15 -6 -191 -336 -2320 
161 342 927 -2 -7 -6 -186 -336 -2300 
162 339 958 -26 -11 -10 -197 -354 -2300 
182 349 908 -19 -10 -8 -191 -348 -2306 
176 348 926 -2 0 -9 -197 -348 -2306 
180 346 953 -23 -4 -16 -203 -342 -2320 
185 342 926 -17 -3 -15 -191 -348 -2294 
172 342 943 -3 7 -13 -180 -348 -2306 
187 343 945 -20 5 -17 -186 -342 -2281 
171 321 947 -11 9 -18 -209 -330 -2313 
195 335 966 -15 10 -17 -191 -319 -2300 
213 344 1012 -25 2 -13 -168 -336 -2293 
206 335 943 -24 -11 -16 -174 -325 -2293 
214 328 938 -11 -13 -21 -180 -330 -2300 
227 332 955 -17 -2 -30 -186 -336 -2294 
237 317 937 -20 7 -45 -163 -325 -2300 
207 299 916 -20 8 -55 -174 -296 -2293 
243 318 909 -18 16 -57 -163 -296 -2281 
238 296 923 -29 31 -68 -145 -284 -2281 
240 286 924 -39 28 -74 -134 -278 -2268 
244 275 958 -41 34 -77 -122 -261 -2268 
296 271 932 -54 25 -78 -116 -261 -2242 
316 292 944 -72 15 -83 -110 -255 -2236 
time 8:54:00	strokes=12	laps=1	style=2
371 307 889 -64 28 -97 -110 -249 -2230 
388 289 864 -55 46 -117 -87 -232 -2217 
394 227 835 -61 79 -143 -70 -226 -2184 
471 229 774 -66 128 -175 -29 -209 -2158 
685 263 574 -106 176 -215 11 -163 -2125 
673 268 605 -228 237 -299 104 -163 -2074 
469 145 1105 -290 280 -368 190 -174 -1997 
272 -132 1132 -316 216 -377 271 -209 -1951 
17 -453 1762 -257 165 -299 353 -249 -1938 
153 -480 1772 -123 119 -121 416 -290 -1886 
-109 -510 1592 33 -3 54 439 -307 -1893 
312 -281 1440 -74 -349 186 381 -301 -1893 
633 -210 909 -258 -788 285 208 -377 -1932 
636 -293 107 -298 -1001 298 5 -469 -2022 
645 -129 -114 -551 -1134 309 -174 -602 -2203 
942 -111 -864 -688 -1109 311 -232 -759 -2507 
555 -359 -805 -563 -939 254 -209 -863 -2790 
575 -357 -820 -490 -774 167 -99 -874 -3005 
318 -780 -919 -481 -798 85 75 -816 -3205 
530 -690 -1050 -209 -553 48 231 -753 -3308 
582 -724 -1331 -143 -347 152 353 -741 -3373 
351 -915 -874 9 -11 19 399 -724 -3373 
793 -478 -1144 1 136 71 376 -730 -3360 
589 -579 -1142 143 351 51 324 -741 -3353 
834 -290 -764 303 710 -99 185 -793 -3270 
950 -57 -720 482 879 -142 0 -840 -3108 
938 141 -142 819 1050 -237 -180 -874 -2843 
901 263 73 782 955 -339 -226 -811 -2533 
531 194 376 674 730 -458 -244 -672 -2319 
265 246 772 658 693 -424 -151 -475 -2158 
54 191 859 519 497 -340 -35 -296 -2107 
103 292 1037 225 241 -259 57 -180 -2106 
15 242 1021 110 165 -196 115 -128 -2094 
136 350 884 198 172 -164 196 -64 -2126 
36 322 1032 27 55 -138 237 -29 -2119 
117 386 791 -30 13 -127 272 -24 -2113 
130 416 941 12 31 -104 295 -24 -2112 
93 367 976 -45 40 -122 306 -18 -2100 
155 406 963 -49 -10 -102 335 -29 -2113 
111 374 1018 -56 -21 -92 358 -24 -2093 
97 346 957 -51 -23 -99 381 -41 -2087 
65 346 972 -39 -38 -95 387 -41 -2068 
68 368 939 -46 -28 -94 410 -35 -2048 
78 375 897 -33 -36 -78 410 -58 -2042 
56 383 879 -9 -25 -63 405 -58 -2048 
66 397 900 -8 -20 -49 410 -53 -2055 
86 411 911 -22 -12 -40 410 -47 -2054 
101 435 937 -21 4 -35 428 -58 -2042 
93 435 940 -30 -9 -27 428 -70 -2035 
87 425 920 -13 2 -24 410 -76 -2029 
105 430 911 -8 0 -18 434 -64 -2029 
106 428 912 -21 -10 -11 439 -76 -2035 
103 413 921 -9 -1 -7 445 -76 -2035 
112 414 909 -1 -1 -2 422 -87 -2016 
116 413 901 6 3 2 445 -82 -2029 
132 411 902 -3 -2 5 434 -87 -2035 
143 415 912 -9 2 3 434 -82 -2029 
146 406 923 2 10 1 439 -82 -2042 
155 417 923 3 10 1 428 -82 -2022 
157 418 921 -4 10 0 439 -76 -2049 
161 414 918 1 16 -1 445 -76 -2042 
141 398 911 3 22 -4 451 -82 -2029 
135 385 912 -2 15 -6 457 -82 -2043 
133 380 948 -9 13 -6 468 -87 -2041 
152 374 948 -6 20 -6 468 -82 -2022 
156 384 943 -5 10 -4 462 -87 -2016 
166 382 924 -12 6 -4 462 -99 -2035 
time 8:54:02	strokes=13	laps=1	style=2
158 376 910 -13 3 -3 468 -93 -2035 
146 370 914 -10 3 -3 468 -82 -2022 
138 367 926 -9 11 -2 474 -76 -2042 
164 374 937 -15 8 -2 468 -82 -2016 
176 379 953 -12 13 -4 491 -99 -2010 
192 379 941 -8 12 -3 480 -93 -1991 
206 386 933 -12 5 -7 509 -99 -2016 
194 354 951 -21 7 -13 486 -87 -2016 
178 345 941 -12 13 -16 491 -105 -1984 
190 359 932 -7 12 -14 509 -116 -1996 
211 360 920 -11 20 -14 526 -110 -2016 
215 338 931 0 33 -19 509 -116 -1991 
358 431 847 -3 39 -26 520 -110 -1996 
441 472 788 -12 63 -47 538 -116 -1997 
546 473 698 -18 123 -102 572 -128 -2003 
480 392 630 -28 208 -173 636 -122 -1996 
245 71 739 -76 295 -272 729 -168 -2023 
-100 -195 1115 -139 295 -315 816 -215 -2003 
-473 -650 1587 -114 230 -231 914 -267 -2036 
-514 -876 1786 -71 108 -77 972 -319 -2055 
-482 -936 1840 -146 -187 127 954 -330 -2035 
42 -611 1274 -302 -552 322 850 -342 -1938 
794 -314 513 -443 -945 441 648 -411 -1854 
845 -343 -383 -523 -1200 408 358 -521 -1867 
786 -182 -820 -652 -1241 348 69 -712 -1990 
540 -420 -764 -893 -1143 297 -93 -903 -2261 
518 -405 -386 -1121 -1187 212 -110 -1031 -2688 
65 -879 -872 -689 -1010 84 17 -1025 -3005 
411 -684 -1189 -287 -792 -45 167 -979 -3179 
263 -972 -1455 -148 -487 -3 324 -915 -3283 
318 -972 -1566 107 -7 -93 376 -903 -3282 
658 -612 -1352 271 475 -97 295 -950 -3243 
929 -255 -1246 375 800 -97 144 -996 -3115 
692 -215 -617 613 1089 -283 -29 -1042 -2883 
604 210 -127 851 1230 -425 -191 -979 -2533 
473 262 1 935 1016 -377 -145 -788 -2204 
155 201 728 950 913 -386 -6 -550 -2016 
-22 143 828 761 709 -292 179 -319 -1964 
-46 214 1130 438 363 -163 341 -139 -1990 
98 350 990 30 44 -68 370 -105 -2016 
142 387 903 69 29 -1 381 -87 -2029 
159 401 926 80 34 18 405 -70 -2042 
186 385 899 -13 -11 12 399 -58 -2048 
179 363 888 21 -2 11 387 -53 -2042 
161 340 960 9 2 2 381 -76 -2042 
179 340 964 -40 -40 -2 370 -58 -2042 
195 370 966 -16 -34 11 370 -64 -2029 
193 378 945 6 -10 12 387 -87 -2041 
211 385 897 -5 -32 10 364 -70 -2036 
221 392 894 -23 -32 6 364 -76 -2055 
236 402 898 -30 -30 9 341 -87 -2010 
221 390 909 -20 -25 9 347 -87 -2042 
222 391 951 -10 -11 9 329 -93 -2010 
230 399 910 -12 -14 9 341 -116 -2029 
235 420 889 -18 -24 11 329 -82 -2029 
219 417 883 -6 -9 11 324 -99 -2023 
234 439 863 -2 -10 13 318 -99 -2016 
